;ID;Pays;INT02;Q1;Q2;Q3;Q4;Q5;Q6;INT04;V_ACCORD;V6;V7_1;V7_2;V8;V9;V10;V11;V12;V13;V14_1;V14_2;V14_3;V14_4;V14_4_PRE;V14_4_TRANS;V14_1R;V14_2R;V14_3R;V15_1;V15_2;V15_3;V20;V21_1;V21_2;V21_3;V21_4;V21_5;V21_6;V21_7;V21_8;V21_9;V21_10;V21_11;V22_1;V22_2;V22_3;V22_4;V22_5;V23C1;V23C2;V23C3;V23C4;V23C5;V23C6;V23C7;V23C8;V23C9;V23C10;V23C11;V23C12;V23C12O;V23C12O_TRANS;V23C13;V23C13O;V23C13O_TRANS;V23C14;V23C14O;V23C14O_TRANS;V23C15;V23C16;V23C17;V24;V25;V26;V26O;V26O8_TRANS;V27;V28;V29;V30;V31;V31_1;V32;V32_PRE;V33;V34;V35;V35_1;TEST_REVENU;V36;V37;V38;V39;V40;V40_1;V40_2;V41;TEST_FIXE;V42;TEST_MOBILE;V42_1;REMARQUE;REMARQUEO
1;ES_001;ES;6;1;NA;NA;1;NA;NA; ;1;25000;998;998;4;1;4;NA;3;3;1;2;2;2; ;;1;2;2;2;2;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;1;5;5;13; ; ;4;5;NA;1;1987;NA;59; ;11;9;99999999;12;NA;1;99;99;99;NA;ESPANHA;5;99;NA;99;NA;1;2;no quizo responder todas las preguntas
2;ES_002;ES;6;1;NA;NA;1;NA;NA; ;1;140000;40;40;2;2;3;3;1;4;1;2;2;2; ;;2;1;2;2;2;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;1;1;1;13; ; ;5;5;NA;2;9999;40;59; ;11;6;99999999;12;NA;1;99;99;99;30100; ;1;99;NA;99;NA;3;3;NA
3;ES_003;ES;6;1;NA;NA;1;NA;NA; ;1;5000;998;998;1;1;1;3;1;4;2;2;2;2; ;;2;1;2;2;1;2;6;5;2;4;2;2;2;2;2;1;2;1;2;5;5;5;5;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;TODOS;Everyone;5;5;NA;1;1994;NA;59; ;2;1;99999998;3;NA;5;1;0;NA;NA;MADRID;1;0;NA;1;NA;1;1;NA
4;ES_004;ES;6;1;NA;NA;1;NA;NA; ;1;50000;70;70;2;2;1;4;1;3;1;2;2;2; ;;2;1;2;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;1;6;6;13; ; ;5;5;NA;2;9999;69;59; ;11;5;99999999;12;NA;5;99;99;99;28000; ;1;99;NA;99;NA;3;3;NA
5;ES_005;ES;6;1;NA;NA;1;NA;NA; ;1;19000;60;80;4;4;3;3;3;2;2;2;2;2; ;;1;2;1;2;2;2;7;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;1;NO CONTESTA;DOESN'T ANSWER;0; ; ;0; ; ;0;0;0;6;6;12; ; ;5;5;NA;2;1984;NA;59; ;11;9;99999999;3;NA;1;99;99;99;NA;VALLADOLID;1;0;NA;1;NA;1;1;NA
6;ES_006;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;50;60;1;1;3;1;1;4;2;2;2;2; ;;1;2;1;1;2;3;6;2;1;5;4;5;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;1;6;6;13; ; ;5;5;NA;2;1974;NA;59; ;2;1;99999999;4;NA;5;99;99;99;NA;VALENCIA;1;1;NA;99;NA;1;1;NA
7;ES_007;ES;6;1;NA;NA;1;NA;NA; ;1;700000;5;30;1;1;4;NA;1;4;2;2;2;2; ;;1;2;1;1;1;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;1;NO SABE;DOESN'T KNOW;0; ; ;0; ; ;0;0;0;6;6;12; ; ;5;5;NA;1;1990;NA;59; ;11;9;99999999;12;NA;5;99;99;99;NA;CADIX;1;1;NA;1;NA;1;1;NA
8;ES_008;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;998;998;1;1;5;5;3;4;1;1;1;2; ;;2;2;1;2;1;2;7;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;6;6;13; ; ;4;5;NA;1;1990;NA;59; ;11;9;99999999;12;NA;5;99;99;99;NA;ESPANHA;5;99;NA;99;NA;3;2;tranco antes de culminar encuesta
9;ES_009;ES;6;1;NA;NA;1;NA;NA; ;1;1000;70;50;1;1;2;3;1;2;1;2;2;2; ;;1;2;1;1;1;1;1;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;Hay muchas razones;There are many reasons;0; ; ;0; ; ;0;0;0;6;6;13; ; ;5;5;NA;1;NA;34;59; ;11;2;99999999;12;NA;5;99;99;99;NA;MADRID;1;1;NA;99;NA;1;1;NA
10;ES_010;ES;6;1;NA;NA;1;NA;NA; ;1;5000;5;20;1;2;1;2;2;4;1;2;2;2; ;;1;2;1;1;2;1;1;3;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;1;6;6;13; ; ;5;5;NA;1;9999;76;59; ;11;5;99999999;12;NA;5;99;99;99;NA;MADRID;1;99;NA;1;NA;1;1;NA
11;ES_011;ES;6;1;NA;NA;1;1;NA;RV;1;55000;20;20;1;1;2;3;1;4;2;2;2;2; ;;1;1;2;2;2;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;1;0;5;5;12; ; ;5;5;NA;2;1989;NA;59; ;6;1;99999999;4;NA;5;99;99;99;NA;MALAGA;1;99;NA;99;NA;3;2;no queria responder algunas preguntas
12;ES_012;ES;6;1;NA;NA;1;NA;NA; ;1;55000;40;60;2;2;6;2;1;3;1;1;2;2; ;;2;1;2;2;2;2;2;1;1;1;5;1;3;1;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;NO QUISO RESPONDER;REFUSES TO ANSWER;1; ; ;0; ; ;0;0;0;6;6;12; ; ;5;5;NA;2;9999;58;59; ;11;1;99999999;12;NA;5;99;99;99;NA;NO QUISO DECIR;5;99;NA;99;NA;1;2;NO QUISO RESPONDER A PREGUNTAS PERSONALES
13;ES_013;ES;6;1;NA;NA;1;NA;NA; ;1;700000;998;998;3;3;4;NA;1;4;2;1;2;2; ;;1;1;2;1;2;2;1;1;1;2;3;1;3;1;2;2;2;2;2;2;2;2;2;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;4;4;6;1;1975;NA;59; ;7;6;99999998;11;NA;1;3;1;1;NA;ALCALA;3;1;NA;2;NA;1;1;NA
14;ES_014;ES;6;1;NA;NA;1;1;NA;RV;1;9999998;50;50;2;1;3;3;1;4;1;1;2;2; ;;2;2;1;2;2;3;1;1;1;1;3;1;4;1;1;5;1;1;4;4;1;1;5;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;1;1; ; ;4;4;2;2;1980;NA;59; ;4;2;99999999;11;NA;1;4;2;2;NA;IBIZA;1;99;NA;2;NA;1;1;NA
15;ES_015;ES;6;1;NA;NA;1;NA;NA; ;1;15000;40;80;1;1;3;2;1;4;1;2;2;2; ;;1;1;2;2;2;1;6;1;1;1;5;1;1;1;1;1;5;1;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;7; ; ;4;4;6;1;1972;NA;59; ;4;2;99999998;1;NA;1;5;3;3;NA;CORDOBA;3;0;NA;2;NA;1;1;NA
16;ES_016;ES;6;1;NA;NA;1;NA;NA; ;1;40000;80;60;1;1;2;3;2;3;1;2;2;2; ;;1;2;2;2;1;1;1;1;1;3;2;3;2;2;2;3;2;2;1;2;3;4;5;1;0;0;0;0;0;0;0;0;1;1;0; ; ;0; ; ;0; ; ;0;0;0;2;3;5; ; ;4;4;6;1;NA;58;59; ;4;6;99999998;4;NA;1;2;0;NA;NA;MALAGA;1;1;NA;2;NA;1;1;NA
17;ES_017;ES;6;1;NA;NA;1;1;NA;RV;1;90000;10;25;2;1;2;2;1;4;1;1;2;2; ;;1;1;1;2;1;1;2;3;3;1;2;1;4;1;1;4;2;1;6;6;6;6;6;1;0;0;0;1;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;4;4;5;2;1973;NA;59; ;4;1;99999999;12;NA;1;4;2;2;NA;ALICANTE;1;99;NA;99;NA;1;1;NA
18;ES_018;ES;6;1;NA;NA;1;NA;NA; ;1;50000;20;70;1;1;1;4;1;3;1;2;2;2; ;;1;1;1;2;2;2;1;1;1;4;4;3;2;2;2;3;2;4;4;4;4;4;2;0;1;0;1;0;0;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;2;3; ; ;2;4;6;1;NA;55;59; ;2;1;99999999;12;NA;1;2;3;0;NA;11207;1;1;NA;1;NA;1;1;NA
19;ES_019;ES;6;1;NA;NA;1;NA;NA; ;1;130000;70;80;3;3;4;NA;2;4;1;1;2;2; ;;1;2;2;2;1;2;2;1;1;1;4;4;4;4;4;4;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;4;4;6;2;1966;NA;59; ;11;1;99999999;12;NA;1;4;2;99;NA;MADRID;1;0;NA;2;NA;1;1;NA
20;ES_020;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;10;40;1;1;4;NA;1;2;1;2;2;2; ;;2;1;2;1;1;2;1;2;2;4;4;2;3;2;2;2;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;4;4;6;2;1979;NA;59; ;4;1;99999998;4;NA;1;4;2;2;NA;MADRID;1;1;NA;4;NA;1;1;NA
21;ES_021;ES;6;1;NA;NA;1;NA;NA; ;1;200000;70;80;1;1;1;3;2;3;1;1;3;2; ;;1;2;2;1;1;3;1;1;1;1;1;5;1;1;5;5;5;5;1;1;1;5;5;1;0;0;0;1;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;2;1; ; ;4;4;1;2;1971;NA;59; ;4;1;99999998;2;NA;1;3;2;2;NA;MALLORCA;1;98;NA;1;NA;1;1;NA
22;ES_022;ES;6;1;NA;NA;1;NA;NA; ;1;60000;1;1;1;1;4;NA;1;4;1;2;2;2; ;;1;2;2;2;2;1;3;4;1;1;5;1;1;1;1;4;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;3;4;1; ; ;2;4;6;2;1984;NA;29; ;2;7;40000;NA;NA;1;3;1;1;NA;VALLADOLID;3;1;NA;2;NA;1;1;NA
23;ES_023;ES;6;1;NA;NA;1;NA;NA; ;1;1000000;10;35;2;2;3;3;1;4;1;2;1;2; ;;2;2;2;4;2;1;2;2;2;2;2;2;2;1;1;5;1;1;4;4;4;3;2;0;1;0;0;0;1;0;0;0;0;0;1;pb avec famille;Problem with the family;0; ; ;0; ; ;0;0;0;1;5;11;personnes malades;sick people;4;4;2;2;1995;NA;59; ;6;6;99999998;3;NA;5;3;0;NA;28916; ;1;0;NA;3;NA;1;1;NA
24;ES_024;ES;6;1;NA;NA;1;NA;NA; ;1;55000;50;50;1;1;3;3;1;1;1;2;2;2; ;;1;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;7; ; ;4;4;5;2;1977;NA;59; ;2;1;99999998;2;NA;5;3;0;NA;NA;ALICANTE;3;0;NA;0;NA;NA;1;NA
25;ES_025;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;60;10;4;4;4;NA;3;4;1;1;2;2; ;;2;2;2;1;1;1;5;3;3;5;5;5;1;2;2;5;5;1;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;1;1;1;1;11;otros;others;4;4;6;2;1979;NA;147; ;7;1;99999998;11;NA;1;99;99;1;NA;MADRID;1;98;NA;98;NA;2;2;no quizo responder todas las preguntas
26;ES_026;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;50;50;3;3;2;4;1;6;1;2;2;2; ;;2;2;2;4;2;1;5;3;1;5;5;1;2;2;2;2;2;2;2;2;2;2;2;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;4;4;6;2;1980;NA;59; ;6;7;99999998;3;NA;5;1;0;NA;NA;MADRID;3;1;NA;1;NA;1;1;NA
27;ES_027;ES;6;1;NA;NA;2;2;1;RV;1;19000;998;998;1;1;3;1;1;6;2;2;2;2; ;;2;2;2;1;2;2;3;1;1;5;3;2;3;2;2;2;3;2;5;5;5;5;5;0;0;0;1;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;4;4;6;1;1991;NA;59; ;6;6;99999998;3;NA;5;4;0;NA;NA;ANDALUCIA;1;0;NA;4;NA;1;1;NA
28;ES_028;ES;6;1;NA;NA;1;NA;NA; ;1;15000;30;30;1;1;2;4;2;5;2;2;2;2; ;;1;1;1;2;2;2;1;5;5;5;5;5;1;1;5;1;5;1;5;5;5;5;5;1;0;0;0;1;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ; ;4;4;6;2;1997;NA;59; ;4;4;99999998;1;NA;4;3;1;1;NA;ALICANTE;4;2;NA;1;NA;1;1;NA
29;ES_029;ES;6;1;NA;NA;1;NA;NA; ;1;150000;50;30;1;1;3;2;1;4;1;2;2;2; ;;1;2;2;2;1;2;2;2;1;2;3;2;3;2;2;2;2;2;1;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;4;4;6;1;1996;NA;59; ;2;4;99999999;12;NA;5;5;0;NA;NA;GRANADA;1;1;NA;5;NA;1;1;NA
30;ES_030;ES;6;1;NA;NA;1;NA;NA; ;1;55000;10;50;2;1;1;3;1;2;1;1;2;2; ;;1;2;2;3;2;3;1;1;1;2;3;1;4;1;1;5;1;1;5;5;1;1;5;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;4;4;2;2;1986;NA;59; ;4;1;99999999;12;NA;5;5;1;1;NA;MADRID;1;99;NA;99;NA;1;1;NA
31;ES_031;ES;6;1;NA;NA;1;NA;NA; ;1;100000;10;80;1;2;3;2;1;3;1;1;2;2; ;;2;2;2;1;1;1;2;1;1;3;2;3;3;3;2;1;2;3;5;5;5;5;5;1;0;1;0;0;0;0;0;0;0;0;1;sin educación;having no education;0; ; ;0; ; ;0;0;0;2;2;3; ; ;2;4;6;1;NA;55;59; ;2;1;27000;NA;NA;3;2;0;NA;NA;12006;2;1;NA;1;NA;2;1;NA
32;ES_032;ES;6;1;NA;NA;1;NA;NA; ;1;70000;15;40;2;1;3;3;1;2;1;1;1;1; ;;1;1;2;1;1;2;2;1;1;2;3;2;2;1;2;2;2;2;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;1;1;NO SABE;DOESN'T KNOW;0; ; ;0; ; ;0;0;0;5;5;12; ; ;4;4;6;2;1995;NA;59; ;4;4;99999999;12;NA;5;6;0;NA;NA;SEVILLA;1;1;NA;1;NA;1;1;NA
33;ES_033;ES;6;1;NA;NA;1;1;NA;RV;1;500000;20;30;4;4;3;1;3;3;1;1;1;2; ;;2;1;2;2;3;1;2;1;1;5;5;5;5;5;5;5;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;5;5;7; ; ;4;4;4;1;1988;NA;59; ;4;1;99999998;11;NA;4;99;99;99;NA;CASTILLA;1;99;NA;99;NA;3;2;no quiso responder preguntas personales
34;ES_034;ES;6;1;NA;NA;1;NA;NA; ;1;80000;998;998;4;4;5;5;3;4;1;2;2;2; ;;1;1;2;3;3;3;6;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;1;no sabe;DOESN'T KNOW;0; ; ;0; ; ;0;0;0;5;5;12; ; ;4;4;6;2;9999;79;126; ;11;5;99999999;12;NA;5;5;0;NA;NA;MADRID;1;99;NA;99;NA;1;2;muy hostil
35;ES_035;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;50;30;2;2;2;3;1;3;1;1;2;1; ;;1;2;2;2;1;2;6;2;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;1;0;0;1;0;0;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;2;1; ; ;4;4;6;2;1991;NA;59; ;5;6;99999999;12;NA;5;99;0;NA;NA;ALMERIA;2;99;NA;99;NA;1;1;NA
36;ES_036;ES;6;1;NA;NA;1;NA;NA; ;1;130000;998;998;1;1;2;5;1;2;1;2;2;2; ;;1;2;2;2;2;1;5;1;5;3;2;2;2;1;3;5;3;2;2;3;2;2;2;0;0;0;0;0;1;0;0;0;1;1;0; ; ;0; ; ;0; ; ;0;0;0;5;6;1; ; ;4;4;5;2;1968;NA;59; ;7;6;99999998;12;NA;1;4;2;2;NA;SARAGOZA;1;1;NA;2;NA;1;1;NA
37;ES_037;ES;6;1;NA;NA;1;NA;NA; ;1;350000;40;40;1;1;2;1;1;4;2;2;1;1; ;;1;1;2;2;1;2;5;2;1;5;5;1;3;1;2;2;3;2;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;1;11;NO CONTESTA;Doesn't answer;4;4;6;1;1991;NA;59; ;2;1;99999998;12;NA;5;2;0;NA;NA;VALENCIA;1;1;NA;2;NA;1;1;NA
38;ES_038;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;998;998;1;1;4;NA;1;4;2;2;2;2; ;;1;2;2;1;1;2;1;2;2;1;5;5;3;2;2;2;5;1;1;1;1;1;2;1;0;0;0;0;1;0;0;0;0;0;1;gente mayor;ELDERLY;0; ; ;0; ; ;0;0;0;1;1;11;otros;others;4;4;6;1;1999;NA;59; ;4;1;99999998;11;NA;5;99;99;99;NA;ESPANHA;1;1;NA;1;NA;1;1;NA
39;ES_039;ES;6;1;NA;NA;1;NA;NA; ;1;27000;10;25;2;3;2;3;1;2;1;1;1;2; ;;1;1;2;1;1;1;3;1;2;2;4;3;2;1;1;3;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;Abandon des parents;Abandonment of parents;1;Violences au sein du foyer;Violence at home;0; ; ;0;0;0;1;1;4; ; ;4;4;6;1;1988;NA;140; ;3;4;15000;NA;NA;5;3;0;NA;39009; ;1;1;NA;3;NA;1;1;NA
40;ES_040;ES;6;1;NA;NA;1;NA;NA; ;1;80000;15;30;3;1;2;4;1;3;2;2;1;1; ;;1;2;2;4;1;2;2;2;2;2;3;2;1;1;6;6;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;1;2; ; ;4;4;6;2;1988;NA;191; ;2;6;99999999;12;NA;5;2;1;99;NA;MADRID;1;0;NA;1;NA;1;1;NA
41;ES_041;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;998;998;4;4;3;2;1;4;1;2;2;2; ;;1;1;3;2;2;2;6;2;2;2;1;1;5;1;2;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;5;5;1; ; ;4;4;6;1;1981;NA;59; ;7;6;99999999;12;NA;1;3;1;1;NA;SEVILLA;1;99;NA;2;NA;1;1;NA
42;ES_042;ES;6;1;NA;NA;1;NA;NA; ;1;700000;30;20;1;4;5;5;1;4;1;1;1;2; ;;1;2;2;1;1;2;1;1;1;1;4;1;2;1;1;2;1;1;1;1;1;3;5;1;0;0;0;1;0;0;0;0;0;0;1;politica;politics;0; ; ;0; ; ;0;0;0;1;1;11;todos;Everyone;3;3;NA;2;1982;NA;59; ;6;7;99999998;11;NA;5;5;1;1;NA;LAS PALMAS;2;1;NA;0;NA;NA;1;NA
43;ES_043;ES;6;1;NA;NA;1;NA;NA; ;1;40000;80;80;4;4;5;2;1;4;1;1;2;2; ;;1;2;1;2;1;2;1;1;1;2;3;1;4;1;1;4;1;1;3;3;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;9999;56;59; ;11;1;99999999;12;NA;1;99;99;99;NA;JAEN;1;99;NA;99;NA;1;1;NA
44;ES_044;ES;6;1;NA;NA;1;NA;NA; ;1;25000;10;10;2;2;4;NA;1;4;2;2;2;2; ;;1;2;2;2;2;1;2;4;1;3;4;1;4;1;1;4;1;1;1;2;1;1;2;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1986;NA;59; ;4;1;17000;NA;NA;5;2;1;1;29000; ;1;1;NA;1;NA;1;1;NA
45;ES_045;ES;6;1;NA;NA;1;NA;NA; ;1;350000;998;90;1;1;4;NA;1;4;1;2;1;2; ;;1;1;2;3;1;1;1;1;1;1;4;1;1;1;1;4;1;1;1;4;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1991;NA;59; ;8;6;99999998;11;NA;4;7;2;2;NA;MALAGA;1;1;NA;5;NA;1;1;NA
46;ES_046;ES;6;1;NA;NA;1;NA;NA; ;1;10000;998;998;2;2;4;NA;1;4;1;1;2;2; ;;1;2;2;2;1;1;6;3;1;1;2;1;4;1;1;4;2;1;6;6;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;Desigualdades sociales y economicas;Social and economic inequalities;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;1971;NA;59; ;7;6;99999999;12;NA;3;99;1;1;NA;BARCELONA;1;99;NA;99;NA;1;1;NA
47;ES_047;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;998;50;2;2;4;NA;1;4;1;2;2;2; ;;2;2;2;2;1;1;7;1;1;3;1;2;4;1;1;3;1;1;3;3;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;1942;NA;59; ;11;9;99999999;3;NA;1;99;99;99;NA;VITORIA-GASTEIZ;1;99;NA;99;NA;1;1;NA
48;ES_048;ES;6;1;NA;NA;1;1;NA;RV;1;45000;998;40;2;2;4;NA;1;4;1;1;2;2; ;;2;2;2;3;1;1;3;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;1;3;NA;2;1970;NA;59; ;4;7;99999999;12;NA;1;6;4;4;NA;ALICANTE;1;99;NA;99;NA;1;1;NA
49;ES_049;ES;6;1;NA;NA;1;NA;NA; ;1;15000;998;998;1;1;4;NA;1;4;1;2;1;2; ;;1;2;2;1;1;2;5;4;4;5;4;2;1;2;2;2;5;1;5;5;5;5;5;0;0;0;0;0;1;1;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1989;NA;191; ;1;2;99999998;2;NA;1;3;1;1;NA;BARCELONA;2;1;NA;2;NA;1;1;NA
50;ES_050;ES;6;2;2;NA;NA;NA;NA;QQ;1;15000;30;60;1;1;4;NA;1;3;1;2;2;2; ;;1;1;2;2;2;2;2;1;1;1;3;1;3;1;1;3;3;1;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;NA;71;59; ;5;5;99999998;3;NA;1;2;2;0;NA;50270;3;1;NA;2;NA;1;1;NA
51;ES_051;ES;6;1;NA;NA;1;NA;NA; ;1;400000;998;998;2;1;4;NA;1;4;2;1;2;2; ;;1;1;2;2;2;3;2;1;1;1;4;1;3;1;1;1;1;1;4;4;4;4;4;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1991;NA;51; ;4;7;99999998;12;NA;4;4;1;2;NA;ALABA;1;1;NA;2;NA;1;1;NA
52;ES_052;ES;6;2;2;NA;NA;NA;NA;QQ;1;150000;50;50;1;1;4;NA;1;5;2;2;2;2; ;;1;1;1;2;2;2;2;1;1;2;3;2;3;2;2;3;2;2;5;5;5;5;5;1;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;NA;77;59; ;6;5;99999998;3;NA;1;2;2;0;NA;46018;1;1;NA;2;NA;1;1;NA
53;ES_053;ES;6;1;NA;NA;1;NA;NA; ;1;75000;10;40;1;1;4;NA;2;4;2;2;2;2; ;;1;2;2;2;2;2;1;4;4;4;4;1;1;3;2;4;1;1;2;2;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;NA;58;59; ;3;1;30000;NA;NA;3;1;2;0;NA;30613;2;1;NA;2;NA;1;1;NA
54;ES_054;ES;6;1;NA;NA;1;NA;NA; ;1;100000;15;25;1;1;3;2;1;3;1;2;2;2; ;;1;2;2;2;2;1;1;2;5;2;3;5;5;5;2;5;5;2;1;2;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;6; ; ;3;3;NA;2;1979;NA;59; ;6;6;15000;NA;NA;1;4;2;2;NA;29400;1;1;NA;2;NA;1;1;NA
55;ES_055;ES;6;1;NA;NA;1;NA;NA; ;1;60000;20;20;1;1;3;2;1;4;2;2;2;2; ;;2;2;2;1;1;1;1;1;1;3;4;1;3;1;1;4;1;1;3;4;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;1;0;1;1;6; ; ;3;3;NA;2;1967;NA;59; ;6;6;99999999;12;NA;3;2;1;0;35110; ;1;1;NA;2;NA;1;1;NA
56;ES_056;ES;6;1;NA;NA;1;NA;NA; ;1;60000;50;50;1;1;3;2;1;4;1;1;2;2; ;;1;1;1;2;1;1;5;1;1;3;4;1;3;2;2;4;1;1;5;5;5;5;5;0;1;0;0;0;0;1;0;0;0;0;1;Perte de tout lien social;Loss of any social link;0; ; ;0; ; ;0;0;0;3;3;1; ; ;3;3;NA;2;1983;NA;57; ;4;6;9000;NA;NA;1;7;5;5;23600; ;2;1;NA;2;NA;1;1;NA
