;ID;Pays;INT02;Q1;Q2;Q3;Q4;Q5;Q6;INT04;V_ACCORD;V6;V7_1;V7_2;V8;V9;V10;V11;V12;V13;V14_1;V14_2;V14_3;V14_4;V14_4_PRE;V14_4_TRANS;V14_1R;V14_2R;V14_3R;V15_1;V15_2;V15_3;V20;V21_1;V21_2;V21_3;V21_4;V21_5;V21_6;V21_7;V21_8;V21_9;V21_10;V21_11;V22_1;V22_2;V22_3;V22_4;V22_5;V23C1;V23C2;V23C3;V23C4;V23C5;V23C6;V23C7;V23C8;V23C9;V23C10;V23C11;V23C12;V23C12O;V23C12O_TRANS;V23C13;V23C13O;V23C13O_TRANS;V23C14;V23C14O;V23C14O_TRANS;V23C15;V23C16;V23C17;V24;V25;V26;V26O;V26O8_TRANS;V27;V28;V29;V30;V31;V31_1;V32;V32_PRE;V33;V34;V35;V35_1;TEST_REVENU;V36;V37;V38;V39;V40;V40_1;V40_2;V41;TEST_FIXE;V42;TEST_MOBILE;V42_1;REMARQUE;REMARQUEO
3523;PL_006;PL;6;1;NA;NA;1;NA;NA; ;1;100000;30;50;1;1;4;NA;1;4;2;1;2;2; ;NOBLE PACKAGE (Noble package);1;2;2;2;2;2;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ;;4;4;6;1;1988;NA;142; ;4;6;99999998;2;NA;5;6;5;5;48231; ;1;0;NA;2;NA;1;1;NA
3524;PL_007;PL;6;1;NA;NA;2;1;NA;QQ;1;300000;50;40;1;1;4;NA;2;5;2;2;2;2; ;HIS/HER HUSBAND WELCOMES OFTEN HOMELESS - MEAL, SHOWER, SILVER;1;1;2;2;2;2;5;2;2;1;1;1;1;5;2;2;1;1;5;5;5;5;1;1;0;0;0;0;1;0;0;0;0;1;0; ; ;0; ; ;0; ; ;0;0;0;1;4;10; ;;4;4;3;2;1988;NA;142; ;5;6;99999998;1;NA;1;4;2;2;76200; ;3;0;NA;2;NA;1;1;NA
3525;PL_008;PL;6;1;NA;NA;1;NA;NA; ;1;200000;10;50;1;1;4;NA;1;1;1;1;2;2; ;---;1;1;2;2;2;2;2;1;1;2;2;3;3;2;1;1;2;2;1;3;1;3;5;1;0;0;0;0;1;0;0;1;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;5; ;;4;4;6;2;1952;NA;142; ;4;5;99999998;1;NA;1;2;3;0;59220; ;3;1;NA;2;NA;1;1;NA
3526;PL_009;PL;6;1;NA;NA;1;NA;NA; ;1;2000000;25;25;1;1;3;2;3;3;2;2;2;2; ;GIFTING THINGS FOR LONELY MOTHERS;1;2;2;2;2;2;2;1;1;1;1;2;2;2;1;1;1;2;5;5;5;5;5;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;7; ;;4;4;6;1;1992;NA;142; ;4;4;99999998;11;NA;5;1;0;NA;50501; ;1;0;NA;1;NA;1;1;NA
3527;PL_010;PL;6;1;NA;NA;1;NA;NA; ;1;50000;25;30;3;3;3;2;2;2;2;2;2;2; ;SEVERAL NIGHTS IN HIS ACCOMMODATION;1;1;2;2;2;3;2;1;5;5;5;6;1;5;5;1;1;1;1;1;5;5;5;0;0;0;0;0;1;0;0;0;0;1;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ;;4;4;1;1;1994;NA;142; ;2;4;7000;NA;NA;5;1;0;NA;NA;64800;2;0;NA;1;NA;1;1;NA
3528;PL_011;PL;6;1;NA;NA;1;NA;NA; ;1;9999998;998;998;4;4;3;3;2;3;2;2;2;2; ;MONEY;1;1;1;2;2;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;1;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;10; ;;4;4;5;2;9999;50;142; ;11;1;99999999;2;NA;1;2;1;0;NA;55100;3;0;NA;2;NA;1;2;NA
3529;PL_012;PL;6;1;NA;NA;1;NA;NA; ;1;400000;998;998;1;4;2;3;1;3;1;1;2;2; ;CLOTHING;1;1;1;2;2;2;6;2;2;1;1;2;1;2;2;2;2;1;2;2;1;2;2;1;0;0;0;1;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;10; ;;2;4;2;1;1983;NA;142; ;5;1;12000;NA;NA;1;6;4;3;63400; ;1;99;NA;99;NA;1;1;NA
3530;PL_013;PL;6;1;NA;NA;1;NA;NA; ;1;300000;10;50;3;3;2;2;3;1;2;1;2;2; ;THE PERSON WORKS IN THE CHURCH AND ORGANIZES ACTIONS;1;1;2;2;3;2;3;1;1;1;3;1;2;2;5;2;1;2;2;3;2;1;5;0;1;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;3;3;2; ;;4;4;2;2;9999;25;142; ;2;3;99999999;12;NA;5;3;0;NA;99999;POZNA?;1;1;NA;3;NA;1;1;NA
3531;PL_014;PL;6;1;NA;NA;1;NA;NA; ;1;50000;20;30;1;1;2;2;2;2;1;2;2;2; ;THE LADY WORKS IN THE HOSPITAL WHERE THEY HELP TIME WITHOUT HIDS;1;1;2;2;2;3;3;1;1;2;2;1;1;1;1;1;5;1;3;3;3;2;1;1;0;0;0;0;1;0;0;0;0;0;1;accident de la vie;accident of life;0; ; ;0; ; ;0;0;0;1;1;6; ;;1;4;2;2;1967;NA;142; ;4;1;99999999;2;NA;1;4;2;2;32100; ;3;1;NA;2;NA;1;1;NA
3532;PL_015;PL;6;1;NA;NA;1;NA;NA; ;1;50000;20;60;2;2;2;3;1;2;2;1;2;2; ;THE LADY ALSO HAS PRECEDED TO OFFER CIGARETTES TO THE HOMELESS.;1;1;1;2;2;2;5;1;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;0;0;0;1;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;4;1;8; ;;4;4;6;2;1978;NA;142; ;3;1;25000;NA;NA;1;4;2;2;NA;5400;1;0;NA;4;NA;1;1;NA
3533;PL_016;PL;6;1;NA;NA;1;NA;NA; ;1;10000;50;80;1;3;2;4;3;4;2;2;2;2; ;THE LADY HELPED DISTRIBUTE FOOD WITH HER PARISH WITHOUT HIDDEN.;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;1;2;0;0;0;0;1;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;3;4; ;;2;4;1;1;9999;35;142; ;2;1;99999999;12;NA;3;99;99;99;NA;WOJEWODZTWO WIELKOPOLSKIE;2;2;NA;2;NA;1;1;NA
3534;PL_017;PL;6;1;NA;NA;1;NA;NA; ;1;10000;10;45;3;2;2;2;3;2;1;1;2;2; ;---;1;1;2;2;1;1;6;1;5;1;1;1;1;1;5;5;5;1;1;1;2;2;1;1;1;0;0;0;0;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ;;4;4;1;2;NA;21;142; ;3;4;99999998;1;NA;5;1;0;NA;NA;BIELSKO BIALA;1;0;NA;1;NA;1;1;NA
3535;PL_018;PL;6;1;NA;NA;1;NA;NA; ;1;60000;998;45;4;3;1;4;3;2;1;2;2;2; ;I WORK IN THE CHURCH AND I ORGANIZE AID FOR THE HOMELESS;2;2;2;2;3;4;1;2;2;5;5;1;1;1;5;2;2;5;1;5;2;2;1;0;1;0;0;0;1;0;0;0;0;1;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ;;4;4;6;2;NA;29;142; ;5;3;99999998;1;NA;1;2;1;1;NA;LUGOWO;3;0;NA;1;NA;1;1;NA
3536;PL_019;PL;6;1;NA;NA;1;NA;NA; ;1;10000;50;50;4;4;2;3;3;2;1;2;2;1; ;I am a nurse;1;2;2;2;2;3;2;3;5;1;1;5;5;5;5;5;5;3;5;5;1;1;5;0;1;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;4;1;12; ;;4;4;6;2;1993;NA;142; ;5;7;99999998;1;NA;1;3;1;1;19200; ;3;99;NA;2;NA;1;1;NA
3537;PL_020;PL;6;1;NA;NA;1;NA;NA; ;1;50000;50;50;5;5;5;1;4;4;2;2;2;2; ;I TOOK CARE OF THE PERSON THAT I FOUND IN MY BIN;1;1;2;2;2;2;7;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;0;1;0;0;0;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;6;6;3; ; ;4;4;4;1;NA;32;142; ;3;1;99999998;12;NA;5;99;99;99;NA;55065;5;1;NA;1;NA;1;1;NA
3538;PL_021;PL;6;1;NA;NA;1;NA;NA; ;1;30000;5;80;1;1;4;NA;2;4;2;2;2;2; ;I HELP PERSONALLY, I DIRECT PEOPLE TO INSTITUTIONS;1;2;2;2;2;2;5;1;2;1;1;5;5;5;3;5;2;5;5;5;5;5;5;0;0;0;0;0;1;0;0;0;0;0;1;Brak wsparcia rodziny;No family support;1;Trudna sytuacja rodzinna;Difficult family situation;0; ; ;0;0;0;1;1;3; ; ;4;4;1;1;1948;NA;142; ;1;5;99999999;11;NA;2;2;1;0;64920; ;1;1;NA;1;NA;1;1;NA
3539;PL_022;PL;6;1;NA;NA;1;NA;NA; ;1;9999998;998;25;1;1;4;NA;2;3;2;1;2;2; ;I PROPOSED WORK WITHOUT HOME;1;2;2;2;2;3;5;2;2;5;5;1;1;5;3;2;1;2;2;3;2;2;5;0;0;0;1;0;0;1;0;0;0;0;1;Lenistwo;Laziness;0; ; ;0; ; ;0;0;0;1;1;2; ; ;4;4;2;2;1968;NA;142; ;1;1;30000;NA;NA;3;99;99;99;NA;NVPR;5;99;NA;99;NA;3;1;NA
3540;PL_023;PL;6;1;NA;NA;1;NA;NA; ;1;50000;20;50;1;1;4;NA;3;3;1;1;2;2; ;I HAVE OFFERED MEMORIAL GIFTS OF SERBIA;1;2;2;2;1;1;6;1;1;1;3;3;1;1;2;2;2;2;5;3;5;3;5;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;2;5; ; ;4;4;5;2;1983;NA;142; ;1;7;99999998;11;NA;1;3;1;1;22604; ;1;0;NA;2;NA;1;1;NA
3541;PL_024;PL;6;1;NA;NA;1;NA;NA; ;1;50000;20;50;1;1;4;NA;3;4;2;2;2;2; ;I called the police;1;2;2;2;2;2;5;5;5;5;5;5;5;1;1;5;5;5;5;5;5;5;1;0;0;0;0;0;0;1;1;0;0;1;0; ; ;0; ; ;0; ; ;0;0;0;4;4;10; ; ;4;4;2;1;1966;NA;142; ;1;5;99999999;12;NA;1;99;99;99;14500; ;1;99;NA;99;NA;1;2;il ne connaissait pas de sans abris donc n'avait d'avis sur rien
3542;PL_025;PL;6;1;NA;NA;1;NA;NA; ;1;50000;15;75;1;1;4;NA;2;4;2;2;2;2; ;IT PERSONALLY CONCERNS PEOPLE WITHOUT HOME;1;2;2;2;2;4;4;1;3;5;3;5;1;1;5;5;1;1;5;5;5;5;5;0;0;0;0;0;1;0;1;0;0;1;0; ; ;0; ; ;0; ; ;0;0;0;1;4;10; ;;1;4;1;1;1973;NA;142; ;5;9;99999999;12;NA;1;99;99;99;7430; ;1;0;NA;2;NA;1;1;NA
3543;PL_026;PL;6;1;NA;NA;1;NA;NA; ;1;8000;50;50;3;2;4;NA;3;2;2;2;2;2; ;HE SPEAKS MUCH WITH THE HOMELESS OF HIS DISTRICT;1;1;1;2;2;2;5;5;5;1;5;3;3;5;2;5;2;5;5;5;1;1;2;1;0;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;4;5; ;;2;4;1;2;NA;31;142; ;4;1;99999999;12;NA;4;4;1;1;NA;WOJEWóDZTWO POMORSKIE;3;0;NA;3;NA;1;1;NA
3544;PL_027;PL;6;1;NA;NA;1;1;NA;RV;1;9999998;50;50;1;1;4;NA;3;3;1;2;2;2; ;He offered the cottage for 1 week to a young woman without shelter;1;2;2;2;2;3;6;2;1;5;5;5;1;1;5;1;5;1;5;5;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;pas de chance;no luck;0; ; ;0; ; ;0;0;0;5;5;12; ;;4;4;6;2;1977;NA;142; ;1;1;99999999;12;NA;1;4;2;2;NA;36020;2;1;NA;4;NA;1;1;NA
3545;PL_028;PL;6;1;NA;NA;2;1;NA;QQ;1;150000;45;60;1;1;4;NA;3;2;2;2;2;2; ;HE GIVEN A WINTER COVER TO AN EXCLUSIVE NEIGHBORHOOD SURROUNDING HIS NEIGHBORHOOD;1;1;2;2;2;3;5;2;2;1;1;1;1;1;2;1;2;1;1;1;1;1;5;0;0;0;0;0;1;0;1;0;0;1;0; ; ;0; ; ;0; ; ;0;0;0;1;4;6; ;;2;4;3;1;NA;48;142; ;5;1;99999999;3;NA;1;8;6;6;NA;BIELSKO BIALA;2;0;NA;3;NA;1;1;NA
3546;PL_029;PL;6;1;NA;NA;1;NA;NA; ;1;100000;5;45;1;1;3;2;1;3;1;1;2;2; ;FROM MY PROFESSION - I WORK IN THE TOWN COUNTRY;2;1;2;2;2;2;1;3;3;2;1;1;2;1;1;1;2;3;1;3;3;3;5;1;0;0;0;0;1;0;0;1;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;2; ;;4;4;2;2;NA;35;142; ;1;7;99999999;12;NA;1;5;3;3;99999;WOJEWóDZTWO MALOPOLSKIE;1;0;NA;2;NA;1;1;NA
3547;PL_030;PL;6;1;NA;NA;1;NA;NA; ;1;2500000;50;40;1;1;2;3;1;3;1;2;2;2; ;CARITAS;1;2;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;5;0;0;0;1;0;1;0;0;0;0;0;1;Po wyjsciu z wiezienia;After leaving prison;0; ; ;0; ; ;0;0;0;4;4;4; ;;4;4;6;2;1983;NA;142; ;1;1;15000;NA;NA;1;4;2;2;46100; ;1;0;NA;2;NA;1;1;NA
3548;PL_031;PL;6;1;NA;NA;1;NA;NA; ;1;400000;15;80;1;1;2;3;2;2;1;1;2;2; ;GOOD WORD;1;1;2;2;3;3;2;2;1;2;3;1;5;5;5;2;5;5;1;3;1;1;5;0;1;1;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ;;4;4;1;1;9999;35;142; ;1;1;99999999;12;NA;5;1;0;NA;99999;GDA?SK;2;0;NA;1;NA;1;1;NA
3549;PL_032;PL;6;1;NA;NA;1;NA;NA; ;1;300000;5;70;4;4;2;3;2;1;2;2;2;2; ;CALL THE POLICE DURING THE WINTER TO GIVE THE LOCATION OF THE HOMELESS;2;1;2;3;3;3;6;1;1;3;3;1;1;2;5;2;2;1;2;2;2;2;2;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ;;4;4;2;2;9999;48;142; ;4;1;99999999;12;NA;3;3;99;99;99999;KRAKóW;3;0;NA;2;NA;1;1;NA
3550;PL_033;PL;6;1;NA;NA;1;NA;NA; ;1;10000;50;85;2;3;2;2;2;2;1;1;2;2; ;FREE MEDICAL HELP (IS MEDICAL);2;1;2;2;2;2;2;2;2;2;1;3;3;1;2;1;1;1;3;3;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;2;5; ;;2;4;1;2;1951;NA;142; ;4;2;99999999;12;NA;2;1;2;0;26600; ;1;1;NA;1;NA;1;1;NA
3551;PL_034;PL;6;1;NA;NA;1;NA;NA; ;1;9999998;998;998;2;2;2;2;1;4;1;2;2;2; ;WELCOMING A KNOWLEDGE FOR A FEW DAYS;1;2;2;2;1;3;6;1;1;5;5;5;2;1;1;1;1;5;5;5;5;5;5;1;0;0;1;1;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;5;5; ;;4;4;6;2;9999;23;142; ;4;2;99999999;12;NA;1;1;99;0;NA;50-430;1;1;NA;1;NA;1;1;NA
3552;PL_035;PL;6;1;NA;NA;1;NA;NA; ;1;10000;10;60;2;2;2;3;1;2;1;2;2;2; ;HOMELESS HOME OF HIS LOINTAINE FAMILY SINCE MORE THAN ONE YEAR;1;2;2;2;2;2;2;2;1;2;1;1;1;5;5;5;1;1;2;1;2;2;2;1;0;0;0;1;0;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;7; ;;4;4;6;2;NA;55;142; ;3;1;99999998;2;NA;1;4;4;2;NA;GDANSK;1;0;NA;4;NA;1;1;NA
3553;PL_036;PL;6;1;NA;NA;1;NA;NA; ;1;50000;10;40;1;1;3;2;3;2;2;1;2;2; ;PROPOSED A WORK OF A FEW HOURS OF WELDING;2;1;2;2;2;2;6;1;2;5;2;1;5;5;5;2;1;5;1;3;1;3;5;0;0;1;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ;;4;4;2;2;1978;NA;142; ;4;1;99999998;12;NA;5;99;99;99;5077; ;1;0;NA;1;NA;1;1;NA
3554;PL_037;PL;6;1;NA;NA;1;NA;NA; ;1;50000;30;40;1;1;2;3;2;1;2;2;2;2; ;PROPOSED A WORK OF A FEW HOURS;1;2;2;2;2;2;1;2;1;1;1;2;2;1;1;2;1;2;1;2;1;2;2;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;2; ;;4;4;1;1;1953;NA;142; ;4;2;99999999;6;NA;1;2;99;99;2511; ;1;0;NA;1;NA;1;1;NA
3555;PL_038;PL;6;1;NA;NA;1;NA;NA; ;1;200000;10;40;1;1;3;2;1;1;1;1;1;2; ;PROPOSED A WORK;1;1;2;1;1;1;2;5;5;2;1;1;5;5;5;1;1;1;1;3;1;3;2;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;2;4; ; ;4;4;6;2;1985;NA;142; ;2;2;99999999;1;NA;5;2;0;NA;NA;P;1;0;NA;2;NA;1;1;NA
3556;PL_039;PL;6;1;NA;NA;1;NA;NA; ;1;9999998;50;50;1;2;4;NA;2;3;2;1;2;2; ;NOURRI DURING WINTER ONE WITHOUT SHELTER;1;1;1;2;2;1;1;1;1;2;2;1;1;1;2;1;1;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;maladroit;clumsy;0; ; ;0; ; ;0;0;0;1;5;7; ; ;2;4;6;2;NA;50;142; ;4;1;16800;NA;NA;3;1;3;0;99999;VILLE;1;99;NA;1;NA;1;1;NA
3557;PL_040;PL;6;1;NA;NA;1;NA;NA; ;1;9999998;998;998;4;4;3;3;1;4;1;2;2;2; ;GIVEN FOOD;1;2;2;1;1;2;6;2;1;1;2;1;1;5;2;1;1;1;2;2;1;1;2;0;0;0;0;0;1;0;0;0;0;1;1;les personnes qui ne savent pas vivre, maladroites;people who do not know how to live, clumsy;0; ; ;0; ; ;0;0;0;2;2;11;les personnes selectionnees qui donnent impression qu'elles vont se debrouiller;the selected people who give impression that they will manage;4;4;6;1;1953;NA;142; ;1;5;99999999;12;NA;1;99;99;99;NA;?;5;99;NA;99;NA;3;1;NA
3558;PL_041;PL;6;1;NA;NA;1;NA;NA; ;1;60000;10;80;1;1;3;2;3;1;2;1;2;2; ;GIVEN TO EAT AND CORNER OR SLEEP FOR A FEW DAYS;1;1;2;2;2;2;2;2;3;2;5;1;1;3;2;2;3;3;3;3;3;3;5;1;0;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;2; ; ;4;4;2;1;1974;NA;142; ;4;1;99999999;12;NA;1;6;4;4;99999;OLSZTYN;1;1;NA;3;NA;1;1;NA
3559;PL_042;PL;6;1;NA;NA;1;NA;NA; ;1;1000;10;80;3;1;4;NA;2;4;2;2;2;2; ;HAS CALLED RELIEF FOR HOMELESSNESS;1;1;1;2;2;2;6;5;1;2;2;1;1;1;5;1;1;5;6;6;6;6;3;0;0;0;0;0;1;0;0;0;0;0;1;maladroit;clumsy;0; ; ;0; ; ;0;0;0;1;1;11;qui n'ont pas de chance dans la vie;who have no luck in life;4;4;6;1;1948;NA;142; ;1;5;99999999;12;NA;1;1;99;99;99999;VILLE;1;99;NA;99;NA;1;2;"La personne ""n'a pas d'avis sur la question"", le problème du sans abrisme n'est pas important pour elle"
3560;PL_043;PL;6;1;NA;NA;1;NA;NA; ;1;500000;50;50;2;2;2;3;3;2;1;1;1;2;;5 TIMES IN THE MONTH TRANSFERRAL YEAR FOR ORGANIZATIONS;1;1;2;2;2;2;5;1;1;1;2;2;2;2;1;2;1;1;5;5;5;5;5;1;0;0;0;1;0;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;2;11;Wszyscy;Everybody;4;4;1;1;1955;NA;142; ;1;1;15000;NA;NA;3;99;99;99;72400; ;1;1;NA;1;NA;1;1;NA
3561;PL_044;PL;6;1;NA;NA;1;NA;NA; ;1;45000;35;50;1;1;2;2;2;2;2;2;2;2; ;;3;3;2;2;1;2;2;1;2;2;1;1;2;1;1;2;1;1;1;2;1;2;2;1;0;1;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ; ;4;4;5;1;1971;NA;142; ;4;1;99999999;3;NA;1;5;3;2;99999;SZCZECIN;1;1;NA;2;NA;1;1;NA
3562;PL_045;PL;6;1;NA;NA;1;1;NA;RV;1;9999998;10;90;1;1;3;3;2;1;1;2;2;2; ;;1;2;2;2;1;1;1;2;1;1;2;1;1;1;2;2;1;1;1;1;2;2;2;0;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;6;6;7; ; ;4;4;6;2;1955;NA;142; ;3;5;130000;NA;NA;1;2;2;0;59222; ;3;0;NA;1;NA;1;1;NA
3563;PL_046;PL;6;1;NA;NA;1;NA;NA; ;1;9999998;998;998;4;4;4;NA;3;3;2;1;2;2; ;;1;2;2;1;1;1;6;5;2;5;1;5;5;2;1;1;1;2;1;5;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;10; ; ;4;4;6;2;1961;NA;142; ;7;1;99999999;1;NA;1;2;2;0;NA;CAMPAGNE;3;99;NA;99;NA;1;2;NA
3564;PL_047;PL;6;1;NA;NA;1;NA;NA; ;1;50000;30;50;1;1;3;2;1;4;1;2;2;2; ;;1;1;1;2;1;1;6;1;2;3;3;2;2;2;1;1;5;2;1;2;2;2;1;0;0;0;0;0;1;1;0;0;0;0;1;crise de nerfs;nerve crisis;0; ; ;0; ; ;0;0;0;1;1;11;enfants;children;4;4;6;1;1966;NA;142; ;1;1;99999999;3;NA;3;1;1;0;NA;47300;1;0;NA;1;NA;1;1;NA
3565;PL_048;PL;6;1;NA;NA;1;NA;NA; ;1;30000;50;50;2;1;2;3;3;3;1;2;2;2; ;;1;1;2;1;1;1;6;2;1;1;1;2;5;1;5;1;5;2;1;3;5;5;2;0;1;0;0;1;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;personnes sans dépendances;people without dependencies;4;4;5;1;1990;NA;142; ;4;1;99999999;2;NA;4;1;0;NA;NA;VILLE;1;0;NA;1;NA;1;1;NA
3566;PL_049;PL;6;1;NA;NA;1;1;NA;RV;1;9999998;50;50;4;4;2;3;1;4;1;2;2;2; ;;2;1;2;2;1;1;6;5;5;5;5;5;5;5;5;5;5;5;1;2;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;les personnes qui ont dans la famille les alcooliques - prevention;people who have alcoholics in the family - prevention;4;4;5;1;1974;NA;142; ;1;1;99999999;4;NA;1;5;3;3;NA;45059;2;0;NA;2;NA;1;2;NA
3567;PL_050;PL;6;1;NA;NA;1;NA;NA; ;1;50000;40;60;1;1;1;3;1;3;1;1;2;2; ;;2;2;2;1;1;1;6;3;3;2;3;3;2;2;2;3;3;3;2;3;2;2;5;1;0;0;1;0;0;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ; ;1;4;6;1;NA;33;142; ;2;1;99999998;3;NA;1;3;1;1;NA;MAZOWIEKIA;1;1;NA;2;NA;1;1;NA
3568;PL_051;PL;6;1;NA;NA;1;NA;NA; ;1;9999998;50;50;2;1;4;NA;2;4;2;2;2;2; ;;1;1;2;2;2;2;1;1;5;2;4;1;1;1;3;3;1;4;4;4;5;5;5;0;0;0;0;0;0;0;0;0;0;1;0; ; ;0; ; ;0; ; ;0;0;0;2;2;4; ; ;4;4;6;1;1981;NA;142; ;4;1;40000;NA;NA;1;8;4;4;NA;06-500;1;0;NA;7;NA;1;1;NA
3569;PL_052;PL;6;1;NA;NA;1;NA;NA; ;1;100000;10;80;1;1;1;1;2;1;1;1;2;2; ;;2;2;2;2;1;2;2;1;5;2;4;5;1;1;3;1;1;1;4;4;1;1;4;0;0;0;0;0;1;0;0;0;0;1;1;lenistwo;Laziness;0; ; ;0; ; ;0;0;0;2;4;11;chorzy;ill;4;4;6;2;1957;NA;142; ;4;1;50000;NA;NA;2;1;1;0;NA;06-500;1;0;NA;1;NA;1;1;NA
3570;PL_053;PL;6;1;NA;NA;1;NA;NA; ;1;40000;30;50;2;2;4;NA;1;4;1;2;2;2; ;;2;2;2;2;1;1;2;1;1;2;2;1;2;1;5;2;1;1;5;5;5;5;1;0;0;0;1;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;7; ; ;4;4;6;1;1968;NA;142; ;4;1;99999999;2;NA;1;3;3;1;NA;VILLE;1;0;NA;3;NA;1;1;NA
3571;PL_054;PL;6;1;NA;NA;1;NA;NA; ;1;9999998;998;998;1;1;2;2;2;4;2;2;2;2; ;;2;2;2;2;2;3;6;3;2;5;5;5;5;2;3;2;1;1;5;3;3;2;3;0;1;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;6;2; ; ;4;4;6;1;1957;NA;142; ;1;9;99999999;12;NA;1;99;99;99;NA;WARMI?SKO MAZURSKIE;5;99;NA;99;NA;1;2;odmawia podania danych osobowych poza jednostk? administracyjn? i wiekiem
3572;PL_055;PL;6;1;NA;NA;1;NA;NA; ;1;300000;50;50;3;3;4;NA;2;2;2;2;2;2; ;;1;1;2;2;2;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;1;0;0;1;0;0;1;Brak ch?ci do pracy;Lack of willingness to work;0; ; ;0; ; ;0;0;0;3;3;10; ; ;4;4;3;2;9999;31;142; ;1;1;99999999;12;NA;1;3;1;1;32005; ;1;0;NA;2;NA;1;3;Nienawi?? do osób bezdomnych, mimo wyra?enia ch?ci do brania udzia?o w badaniu, odpowiedzi by?y hardzo skomplikowane.
3573;PL_056;PL;6;1;NA;NA;1;NA;NA; ;1;50000;30;50;2;1;4;NA;3;4;2;1;2;2; ;;2;1;2;2;2;2;6;5;5;2;1;5;1;5;1;5;2;1;1;1;5;5;5;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;7; ; ;4;4;3;1;1964;NA;142; ;4;5;99999999;2;NA;1;4;4;0;2668; ;1;0;NA;4;NA;1;1;NA
3574;PL_057;PL;6;1;NA;NA;1;NA;NA; ;1;50000;50;60;1;4;3;1;3;4;2;1;2;2; ;;1;2;2;2;2;1;6;3;1;1;1;5;5;5;5;5;1;5;5;5;5;5;1;0;0;0;0;0;1;0;0;0;0;0;1;prison;prison;1;pb de compréhension de la vie en société;pb of understanding of life in society;0; ; ;0;0;0;1;1;12; ; ;4;4;2;1;1928;NA;142; ;1;5;99999999;2;NA;2;1;99;0;99999;WROCLAW;1;1;NA;1;NA;1;1;NA
